name,rating,reviews,comp_type,head_quarter,how_old,no_employee
Druva,3.6,(65 Reviews),Private,"Sunnyvale,California + 2 more",15 years old,501-1k Employees (India)
Visen Industries,3.6,(65 Reviews),Public,"Mumbai,Maharashtra + 6 more",38 years old,1k-5k Employees (India)
Shiksha.com,3.8,(65 Reviews),Public,Noida + 11 more,15 years old,51-200 Employees (India)
Excell Autovista,3.1,(65 Reviews),Private,"Mumbai,Maharashtra + 4 more",19 years old,501-1k Employees (India)
Bangalore Metro ...,3.8,(65 Reviews),Bengaluru + 2 more,12 years old,201-500 Employees (India),
Tag Corporation,3.7,(65 Reviews),Chennai + 2 more,51 years old,51-200 Employees (India),
Tenpath,3.8,(65 Reviews),Private,"Oak Brook,Illinois + 2 more",21 years old,501-1k Employees (India)
Mukand Engineers,4.3,(65 Reviews),Public,Thane + 13 more,36 years old,51-200 Employees (India)
Associated Power...,4.2,(65 Reviews),Vadodara + 11 more,27 years old,501-1k Employees (India),
Panoramic Group ...,3.1,(65 Reviews),Private,Mumbai + 11 more,26 years old,1-10 Employees (India)
Kintech Synergy,4.3,(65 Reviews),Private,Ahmedabad + 4 more,28 years old,501-1k Employees (India)
Pasa Resources,3.6,(65 Reviews),Ranchi + 5 more,51-200 Employees (India),,
Gopal Corporatio...,3.8,(65 Reviews),Private,New Delhi + 15 more,81 years old,201-500 Employees (India)
DEVU TOOLS,4.2,(65 Reviews),Private,Mumbai + 1 more,30 years old,51-200 Employees (India)
Allied Jb Fricti...,4.3,(65 Reviews),Private,"Neemrana,Rajasthan",12 years old,51-200 Employees (India)
Fresa Technologi...,4.6,(65 Reviews),Private,USA + 3 more,11 years old,51-200 Employees (India)
Maruti Suzuki Ar...,4.0,(65 Reviews),Lucknow + 35 more,11-50 Employees (India),,
The Walt Disney ...,4.3,(65 Reviews),Private,"Burbank,California + 9 more",100 years old,5k-10k Employees (India)
Reserve Bank Inf...,3.8,(65 Reviews),Private,"Navi Mumbai,Maharashtra + 2 more",7 years old,201-500 Employees (India)
Sai Estate consu...,2.8,(65 Reviews),Private,"Mumbai,Maharashtra + 14 more",14 years old,51-200 Employees (India)
Laxmi India Finl...,4.4,(65 Reviews),Private,Kolkata + 24 more,27 years old,51-200 Employees (India)
Homeward,3.9,(65 Reviews),Private,"Austin,Texas + 1 more",15 years old,11-50 Employees (India)
FiberHome,3.8,(65 Reviews),Private,Wuhan + 7 more,24 years old,51-200 Employees (India)
Orbit Techsol,3.8,(65 Reviews),Private,Delhi + 6 more,30 years old,51-200 Employees (India)
Sterling Informa...,3.8,(65 Reviews),Thane + 3 more,51-200 Employees (India),,
International Ce...,3.5,(65 Reviews),Gurugram + 1 more,17 years old,201-500 Employees (India),
Microsoft Global...,3.7,(65 Reviews),Hyderabad/Secunderabad + 6 more,10k-50k Employees (India),,
Affordplan,2.6,(65 Reviews),Private,"Delhi,NCT + 10 more",7 years old,201-500 Employees (India)
Jhajharia Nirman,4.1,(65 Reviews),Public,New Delhi + 20 more,15 years old,201-500 Employees (India)
Shri Ram Murti S...,4.1,(65 Reviews),Private,Bareilly + 3 more,33 years old,501-1k Employees (Global)
Ktl,3.9,(65 Reviews),Private,New Delhi + 6 more,40 years old,51-200 Employees (India)
Mallcom,3.7,(65 Reviews),Public,"Kolkata,West Bengal + 6 more",40 years old,1k-5k Employees (India)
Blue Consulting,3.9,(65 Reviews),Private,Noida + 3 more,18 years old,51-200 Employees (India)
Swan Solutions &...,4.2,(65 Reviews),Private,"Mumbai,Maharashtra + 4 more",34 years old,201-500 Employees (India)
V-Soft Consultin...,3.4,(65 Reviews),Private,"Louisville,Kentucky + 2 more",26 years old,201-500 Employees (India)
Krishna Institut...,3.8,(65 Reviews),Ghaziabad + 6 more,25 years old,501-1k Employees (India),
Degania Medical ...,4.0,(65 Reviews),Private,Degania Bet + 3 more,39 years old,51-200 Employees (India)
Caterpillar Sign...,3.4,(65 Reviews),Ahmedabad + 1 more,,,
Pigeon India,4.0,(65 Reviews),Private,Tokyo + 10 more,66 years old,51-200 Employees (India)
Calvin Klein Jea...,4.6,(65 Reviews),Public,"New York City,Midtown Manhattan + 20 more",55 years old,10k-50k Employees (Global)
Malpani Group,4.1,(65 Reviews),Private,"Sangamner,Maharashtra + 8 more",129 years old,1k-5k Employees (India)
Bonito Designs,2.7,(65 Reviews),Private,Bangalore + 2 more,11 years old,201-500 Employees (India)
S D EngineersTec...,3.8,(65 Reviews),Faridabad + 2 more,22 years old,1k-5k Employees (India),
Gsrtc,4.2,(65 Reviews),Public,Ahmedabad + 20 more,63 years old,201-500 Employees (India)
Ankura Hospital,3.6,(65 Reviews),LLP,Hyderabad + 1 more,12 years old,501-1k Employees (Global)
Mtg Learning Med...,4.1,(65 Reviews),Private,Gurugram + 3 more,41 years old,51-200 Employees (India)
Al Mulla Group,4.2,(65 Reviews),Private,Kuwait City + 7 more,85 years old,10k-50k Employees (Global)
Fourth Partner E...,4.3,(65 Reviews),Private,"Hyderabad,Telangana + 6 more",13 years old,201-500 Employees (India)
China Petroleum ...,3.7,(65 Reviews),Public,"Beijing,Beijing + 7 more",43 years old,10k-50k Employees (Global)
Edgetech Air Sys...,3.7,(65 Reviews),New Delhi + 5 more,18 years old,51-200 Employees (India),
Winsome Textile ...,4.2,(65 Reviews),Public,"Chandigarh,Chandigarh + 5 more",33 years old,501-1k Employees (India)
Blue Consulting,3.9,(65 Reviews),Private,Noida + 3 more,18 years old,51-200 Employees (India)
Ktl,3.9,(65 Reviews),Private,New Delhi + 6 more,40 years old,51-200 Employees (India)
Shiksha.com,3.8,(65 Reviews),Public,Noida + 11 more,15 years old,51-200 Employees (India)
Panoramic Group ...,3.1,(65 Reviews),Private,Mumbai + 11 more,26 years old,1-10 Employees (India)
Degania Medical ...,4.0,(65 Reviews),Private,Degania Bet + 3 more,39 years old,51-200 Employees (India)
Krishna Institut...,3.8,(65 Reviews),Ghaziabad + 6 more,25 years old,501-1k Employees (India),
Bangalore Metro ...,3.8,(65 Reviews),Bengaluru + 2 more,12 years old,201-500 Employees (India),
A-Check Global,4.0,(65 Reviews),Chennai + 2 more,201-500 Employees (India),,
Homeward,3.9,(65 Reviews),Private,"Austin,Texas + 1 more",15 years old,11-50 Employees (India)
Bothra Group,4.0,(65 Reviews),Private,Visakhapatnam + 6 more,46 years old,1k-5k Employees (India)
Talkcharge Techn...,4.0,(65 Reviews),Private,Gurgaon + 3 more,7 years old,11-50 Employees (India)
Centum Rakon,3.9,(65 Reviews),Bangalore + 1 more,15 years old,,
Le Passage to In...,4.4,(65 Reviews),Private,Noida + 8 more,19 years old,501-1k Employees (Global)
Vasant Masala,4.2,(65 Reviews),Private,"Ahmedabad,Gujarat + 14 more",53 years old,51-200 Employees (India)
Oriental Rubber ...,3.3,(65 Reviews),Pune + 2 more,74 years old,201-500 Employees (India),
Reserve Bank Inf...,3.8,(65 Reviews),Private,"Navi Mumbai,Maharashtra + 2 more",7 years old,201-500 Employees (India)
Affordplan,2.6,(65 Reviews),Private,"Delhi,NCT + 10 more",7 years old,201-500 Employees (India)
VISPL,4.2,(65 Reviews),"Noida,Uttar Pradesh + 3 more",15 years old,10k-50k Employees (India),
International Ce...,3.5,(65 Reviews),Gurugram + 1 more,17 years old,201-500 Employees (India),
A-Check Global,4.0,(65 Reviews),Chennai + 2 more,201-500 Employees (India),,
CISB,3.6,(65 Reviews),Mumbai + 24 more,19 years old,1k-5k Employees (India),
Arvind Textile M...,4.4,(65 Reviews),"Ahmedabad,Gujarat + 10 more",92 years old,10k-50k Employees (Global),
Fotografik Enter...,3.6,(65 Reviews),Chandigarh + 2 more,51-200 Employees (India),,
Ankura Hospital,3.6,(65 Reviews),LLP,Hyderabad + 1 more,12 years old,501-1k Employees (Global)
Mtg Learning Med...,4.1,(65 Reviews),Private,Gurugram + 3 more,41 years old,51-200 Employees (India)
Al Mulla Group,4.2,(65 Reviews),Private,Kuwait City + 7 more,85 years old,10k-50k Employees (Global)
Lyrus Life Scien...,3.7,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",8 years old,51-200 Employees (India)
Rotana Hotels,4.2,(65 Reviews),Abu Dhabi + 11 more,31 years old,10k-50k Employees (Global),
Robo Silicon,4.3,(65 Reviews),Private,Hyderabad + 6 more,24 years old,201-500 Employees (India)
China Petroleum ...,3.7,(65 Reviews),Public,"Beijing,Beijing + 7 more",43 years old,10k-50k Employees (Global)
Talkcharge Techn...,4.0,(65 Reviews),Private,Gurgaon + 3 more,7 years old,11-50 Employees (India)
Juma Al Majid Gr...,4.1,(65 Reviews),Private,Dubai + 5 more,73 years old,5k-10k Employees (Global)
Bothra Group,4.0,(65 Reviews),Private,Visakhapatnam + 6 more,46 years old,1k-5k Employees (India)
Edgetech Air Sys...,3.7,(65 Reviews),New Delhi + 5 more,18 years old,51-200 Employees (India),
Winsome Textile ...,4.2,(65 Reviews),Public,"Chandigarh,Chandigarh + 5 more",33 years old,501-1k Employees (India)
21K School,3.9,(65 Reviews),Private,"Bangalore,Karnataka + 2 more",3 years old,501-1k Employees (India)
Captain Steel,3.9,(65 Reviews),Kolkata + 15 more,51-200 Employees (India),,
Data is Good,4.5,(65 Reviews),Private,Noida + 1 more,4 years old,51-200 Employees (India)
Group Bayport,3.4,(65 Reviews),Private,Ahmedabad + 1 more,11 years old,1k-5k Employees (India)
Globsyn-3rdLife,2.5,(65 Reviews),"Calcutta,west Bengal",6 years old,1k-5k Employees (India),
Param Renewable ...,4.3,(65 Reviews),Ahmedabad + 14 more,,,
Twin Health,3.4,(65 Reviews),Private,"San Francisco,California + 6 more",5 years old,201-500 Employees (India)
Government of Ut...,3.9,(65 Reviews),Lucknow + 20 more,1 Lakh+ Employees (India),,
Tata Business Hu...,3.6,(65 Reviews),Mumbai + 8 more,501-1k Employees (India),,
JMZ Technologies,4.5,(65 Reviews),,,,
LatentBridge,4.5,(65 Reviews),Private,"London,England + 4 more",5 years old,51-200 Employees (India)
Filo Edtech,3.2,(65 Reviews),Gurgaon/Gurugram + 4 more,51-200 Employees (India),,
Hippo Stores,4.0,(65 Reviews),New Delhi + 7 more,3 years old,,
Kich Architectur...,4.0,(65 Reviews),Private,"Rajkot,Gujarat + 13 more",20 years old,51-200 Employees (India)
Kich Architectur...,4.0,(65 Reviews),Private,"Rajkot,Gujarat + 13 more",20 years old,51-200 Employees (India)
McGraw-Hill Educ...,3.6,(64 Reviews),Private,"New York,New York + 10 more",4 years old,201-500 Employees (India)
IMS Learning Res...,3.7,(64 Reviews),Private,"Mumbai,Maharashtra + 14 more",46 years old,51-200 Employees (India)
Amtech Electroni...,3.7,(64 Reviews),Private,Gandhinagar + 4 more,36 years old,201-500 Employees (India)
K7 Computing,4.5,(64 Reviews),Private,"Chennai,Tamil Nadu + 13 more",32 years old,51-200 Employees (India)
NetProphets Cybe...,3.3,(64 Reviews),Private,Noida,23 years old,51-200 Employees (India)
QwikCilver Solut...,3.7,(64 Reviews),Private,"Bangalore,Karnataka + 2 more",16 years old,51-200 Employees (India)
C1 India,4.1,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",23 years old,51-200 Employees (India)
Arshiya Internat...,4.0,(64 Reviews),Public,"Mumbai,Maharashtra + 7 more",42 years old,201-500 Employees (India)
Techtree It Syst...,2.8,(64 Reviews),Private,"Noida,Uttar Pradesh + 4 more",17 years old,51-200 Employees (India)
Sterling Auxilia...,3.5,(64 Reviews),Mumbai + 3 more,39 years old,51-200 Employees (India),
Sarvotham Care,4.2,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",27 years old,51-200 Employees (India)
JK Organisation,3.8,(64 Reviews),Private,"Delhi/NCR,Delhi + 17 more",135 years old,10k-50k Employees (India)
Jaya Shree Texti...,3.6,(64 Reviews),Hooghly + 4 more,74 years old,51-200 Employees (India),
Air Comfort Solu...,3.8,(64 Reviews),Private,"Duluth,Georgia + 18 more",25 years old,51-200 Employees (Global)
ANSR Source,3.5,(64 Reviews),Private,"Dallas,Texas",20 years old,201-500 Employees (India)
Tekskills,3.3,(64 Reviews),Private,Princeton + 6 more,20 years old,501-1k Employees (India)
Computer Generat...,3.2,(64 Reviews),Private,New York + 2 more,39 years old,201-500 Employees (India)
Advance Auto Par...,4.1,(64 Reviews),Private,Roanoke,91 years old,201-500 Employees (India)
SP Software,3.7,(64 Reviews),Private,Hyderabad + 3 more,28 years old,201-500 Employees (India)
Hitachi Solution...,4.1,(64 Reviews),Private,"Chiyoda City,Tokyo + 6 more",10 years old,501-1k Employees (India)
Healthcare Infor...,3.3,(64 Reviews),Private,"Vadodara/Baroda,Gujarat + 4 more",17 years old,201-500 Employees (India)
Colan Infotech,3.9,(64 Reviews),Private,Chennai + 2 more,14 years old,201-500 Employees (India)
DNV,3.9,(64 Reviews),Private,Pune + 11 more,11-50 Employees (Global),
Crystal Travel,4.0,(64 Reviews),Private,London,36 years old,201-500 Employees (India)
FSL,4.0,(64 Reviews),NGO/NPO,Bengaluru + 13 more,23 years old,11-50 Employees (Global)
Kyocera Document...,3.8,(64 Reviews),Private,Osaka + 15 more,89 years old,201-500 Employees (India)
Atlas Cycles,4.3,(64 Reviews),Public,Sahibabad + 4 more,72 years old,501-1k Employees (India)
Hetro Pharma,3.9,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",30 years old,1k-5k Employees (India)
R K Marbles,3.5,(64 Reviews),Private,Kishangarh + 13 more,34 years old,1k-5k Employees (India)
L T Metro Rail,4.0,(64 Reviews),Hyderabad + 2 more,13 years old,501-1k Employees (India),
Elcomponics Sale...,2.6,(64 Reviews),Private,Noida + 4 more,35 years old,501-1k Employees (India)
Rapid Global Bus...,3.9,(64 Reviews),Private,Troy + 4 more,26 years old,201-500 Employees (India)
ESDEE PAINTS,3.2,(64 Reviews),Public,"Mumbai,Maharashtra + 10 more",60 years old,201-500 Employees (India)
KESORAM CEMENT,3.7,(64 Reviews),Hyderabad/Secunderabad + 18 more,10k-50k Employees (India),,
Majestique Landm...,4.1,(64 Reviews),Private,Pune,16 years old,51-200 Employees (India)
Mandhana Industr...,4.3,(64 Reviews),Public,Mumbai + 12 more,39 years old,5k-10k Employees (India)
Tricolite Electr...,3.9,(64 Reviews),Private,Sahibabad + 4 more,64 years old,51-200 Employees (India)
Sarvotham Care,4.2,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",27 years old,51-200 Employees (India)
Mahatma Gandhi M...,4.3,(64 Reviews),Jaipur + 9 more,23 years old,501-1k Employees (India),
Biomerieux,3.9,(64 Reviews),Marcy I'Etoile + 11 more,60 years old,51-200 Employees (India),
Shiv Nadar Unive...,4.1,(64 Reviews),Private,"Noida,Uttar Pradesh + 6 more",12 years old,501-1k Employees (India)
Pricol Engineeri...,4.1,(64 Reviews),Public,Coimbatore + 7 more,28 years old,51-200 Employees (India)
Al Jaber Energy ...,4.6,(64 Reviews),Private,"Abu Dhabi,Abu Dhabi + 4 more",29 years old,51-200 Employees (India)
Defsys Solutions,3.7,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",16 years old,51-200 Employees (India)
Fragomen Immigra...,4.1,(64 Reviews),Private,New York + 4 more,72 years old,51-200 Employees (India)
Capstone Securit...,3.9,(64 Reviews),Private,"Pune,Maharashtra",19 years old,201-500 Employees (India)
Indiana Ophthalm...,4.9,(64 Reviews),51-200 Employees (India),,,
SUNDIRECT,4.3,(64 Reviews),Chennai + 13 more,16 years old,,
PCBL,3.9,(64 Reviews),Mundra + 6 more,1k-5k Employees (India),,
Arabian Fal,2.8,(64 Reviews),Private,Dammam + 6 more,44 years old,1k-5k Employees (India)
Hercules Structu...,3.0,(64 Reviews),Private,"Delhi/NCR,Delhi + 3 more",51 years old,51-200 Employees (India)
National Environ...,4.4,(64 Reviews),Nagpur + 7 more,65 years old,501-1k Employees (India),
Target Publicati...,3.6,(64 Reviews),Private,"Mumbai,Maharashtra + 4 more",17 years old,51-200 Employees (India)
Perfios Software...,4.1,(64 Reviews),Private,"Bangalore,Karnataka + 3 more",16 years old,201-500 Employees (India)
Yoma Multination...,3.7,(64 Reviews),Private,Gurugram + 17 more,11 years old,51-200 Employees (India)
Qarmatek Service...,3.3,(64 Reviews),Private,"Ahmedabad,Gujarat + 7 more",12 years old,11-50 Employees (India)
Aegis ITPL,3.9,(64 Reviews),Bengaluru/Bangalore + 2 more,5k-10k Employees (India),,
FabCafe,4.0,(64 Reviews),"New Delhi,Delhi + 10 more",6 years old,51-200 Employees (India),
Haribhakti & Co,2.3,(64 Reviews),Mumbai + 7 more,201-500 Employees (India),,
TSMT Technology ...,3.0,(64 Reviews),Taoyuan,26 years old,201-500 Employees (Global),
Paisalo Digital,3.9,(64 Reviews),Public,"Delhi/NCR,Delhi + 18 more",31 years old,51-200 Employees (India)
Crescon Projects...,4.0,(64 Reviews),"Chennai,Tamil Nadu + 4 more",12 years old,51-200 Employees (India),
Abryl Laboratori...,4.0,(64 Reviews),Dera Bassi + 3 more,7 years old,201-500 Employees (India),
Jabra Connect,4.2,(64 Reviews),Private,"Noida,Uttar Pradesh + 5 more",22 years old,51-200 Employees (India)
Cropdata Technol...,3.7,(64 Reviews),Private,"Nagpur,Maharashtra + 8 more",7 years old,501-1k Employees (India)
The BIM Engineer...,4.1,(64 Reviews),Private,"Kampen,Overijssel + 3 more",10 years old,501-1k Employees (India)
Krishna Enterpri...,4.1,(64 Reviews),Private,"Noida,Uttar Pradesh + 26 more",6 years old,1-10 Employees (India)
VKALP Outsourcin...,3.7,(64 Reviews),Private,"Jaipur,Rajasthan + 1 more",21 years old,201-500 Employees (India)
Saggraha Managem...,3.9,(64 Reviews),"Bangalore,Karnataka + 23 more",9 years old,201-500 Employees (India),
Transport Soluti...,3.5,(64 Reviews),Private,Mumbai + 8 more,23 years old,51-200 Employees (India)
Amoda Group of I...,4.1,(64 Reviews),Hyderabad + 3 more,19 years old,51-200 Employees (India),
Srinivasa Farms,4.1,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",58 years old,1k-5k Employees (India)
KW Group,3.6,(64 Reviews),Private,Petaling Jaya + 2 more,13 years old,201-500 Employees (India)
Anand Rathi Info...,3.5,(64 Reviews),Private,Jodhpur + 1 more,29 years old,201-500 Employees (Global)
BACS HITECH ENGI...,3.9,(64 Reviews),Private,Bhilai Nagar + 19 more,5 years old,501-1k Employees (India)
Thriveni Sainik ...,4.1,(64 Reviews),Private,Hazaribagh + 7 more,8 years old,51-200 Employees (India)
Kion india,3.8,(64 Reviews),Pune + 8 more,12 years old,201-500 Employees (India),
Anmol Feeds,3.8,(64 Reviews),Private,Kolkata + 9 more,23 years old,51-200 Employees (India)
Altruista Health...,3.6,(64 Reviews),Private,"Reston,Virginia",16 years old,201-500 Employees (India)
Hindustan Steelw...,4.1,(64 Reviews),Private,Kolkata + 11 more,59 years old,501-1k Employees (India)
Jumbo Finvest In...,4.3,(64 Reviews),Private,Jaipur + 17 more,25 years old,501-1k Employees (India)
Lumens Technolog...,4.1,(64 Reviews),Private,Mumbai + 6 more,1k-5k Employees (India),
Tekskills,3.3,(64 Reviews),Private,Princeton + 6 more,20 years old,501-1k Employees (India)
Risk Management ...,4.1,(64 Reviews),Private,Newark + 4 more,35 years old,201-500 Employees (India)
Hitachi Solution...,4.1,(64 Reviews),Private,"Chiyoda City,Tokyo + 6 more",10 years old,501-1k Employees (India)
Crystal Travel,4.0,(64 Reviews),Private,London,36 years old,201-500 Employees (India)
Seinumero Nirman,3.8,(64 Reviews),Pune,31 years old,201-500 Employees (India),
NEMHANS SOLUTION...,3.3,(64 Reviews),Bhubaneswar + 12 more,16 years old,51-200 Employees (India),
Mody University ...,3.1,(64 Reviews),Private,"Lakshmangarh,Rajasthan + 6 more",25 years old,51-200 Employees (India)
Majestique Landm...,4.1,(64 Reviews),Private,Pune,16 years old,51-200 Employees (India)
Biomerieux,3.9,(64 Reviews),Marcy I'Etoile + 11 more,60 years old,51-200 Employees (India),
Altruista Health...,3.6,(64 Reviews),Private,"Reston,Virginia",16 years old,201-500 Employees (India)
Soffit Infrastru...,4.3,(64 Reviews),Kochi + 2 more,16 years old,51-200 Employees (India),
Jumbo Finvest In...,4.3,(64 Reviews),Private,Jaipur + 17 more,25 years old,501-1k Employees (India)
National Environ...,4.4,(64 Reviews),Nagpur + 7 more,65 years old,501-1k Employees (India),
KW Group,3.6,(64 Reviews),Private,Petaling Jaya + 2 more,13 years old,201-500 Employees (India)
Public Health Fo...,3.6,(64 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 12 more",17 years old,501-1k Employees (India)
Mody University ...,3.1,(64 Reviews),Private,"Lakshmangarh,Rajasthan + 6 more",25 years old,51-200 Employees (India)
Perfios Software...,4.1,(64 Reviews),Private,"Bangalore,Karnataka + 3 more",16 years old,201-500 Employees (India)
NEMHANS SOLUTION...,3.3,(64 Reviews),Bhubaneswar + 12 more,16 years old,51-200 Employees (India),
BACS HITECH ENGI...,3.9,(64 Reviews),Private,Bhilai Nagar + 19 more,5 years old,501-1k Employees (India)
Thriveni Sainik ...,4.1,(64 Reviews),Private,Hazaribagh + 7 more,8 years old,51-200 Employees (India)
Black Box Corpor...,3.5,(64 Reviews),Private,"Lawrence,Pennsylvania + 9 more",47 years old,201-500 Employees (India)
TechStar Group,3.8,(64 Reviews),Private,"Dallas,Texas + 3 more",21 years old,1k-5k Employees (India)
TSMT Technology ...,3.0,(64 Reviews),Taoyuan,26 years old,201-500 Employees (Global),
Paisalo Digital,3.9,(64 Reviews),Public,"Delhi/NCR,Delhi + 18 more",31 years old,51-200 Employees (India)
Crescon Projects...,4.0,(64 Reviews),"Chennai,Tamil Nadu + 4 more",12 years old,51-200 Employees (India),
S.K.B. Builders,3.7,(64 Reviews),New Delhi + 12 more,41 years old,51-200 Employees (India),
Indiana Ophthalm...,4.9,(64 Reviews),51-200 Employees (India),,,
Hercules Structu...,3.0,(64 Reviews),Private,"Delhi/NCR,Delhi + 3 more",51 years old,51-200 Employees (India)
PCBL,3.9,(64 Reviews),Mundra + 6 more,1k-5k Employees (India),,
VKALP Outsourcin...,3.7,(64 Reviews),Private,"Jaipur,Rajasthan + 1 more",21 years old,201-500 Employees (India)
Target Publicati...,3.6,(64 Reviews),Private,"Mumbai,Maharashtra + 4 more",17 years old,51-200 Employees (India)
Aga Khan Univers...,4.6,(64 Reviews),Karachi + 2 more,40 years old,1k-5k Employees (India),
Venture Lighting,3.6,(64 Reviews),Private,Twinsburg + 3 more,42 years old,51-200 Employees (India)
Yoma Multination...,3.7,(64 Reviews),Private,Gurugram + 17 more,11 years old,51-200 Employees (India)
Silver Spark App...,3.8,(64 Reviews),Private,Mumbai + 4 more,11-50 Employees (Global),
Cropdata Technol...,3.7,(64 Reviews),Private,"Nagpur,Maharashtra + 8 more",7 years old,501-1k Employees (India)
WPP,3.7,(64 Reviews),LLC,London + 4 more,38 years old,501-1k Employees (India)
Soffit Infrastru...,4.3,(64 Reviews),Kochi + 2 more,16 years old,51-200 Employees (India),
Public Health Fo...,3.6,(64 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 12 more",17 years old,501-1k Employees (India)
Silver Spark App...,3.8,(64 Reviews),Private,Mumbai + 4 more,11-50 Employees (Global),
SKS Business Ser...,3.2,(64 Reviews),Jamnagar + 12 more,201-500 Employees (India),,
Hero Vired,4.3,(64 Reviews),New Delhi + 3 more,201-500 Employees (India),,
Welcomhotel By I...,4.2,(64 Reviews),New Delhi + 14 more,,,
ZKTeco Biometric...,3.5,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",12 years old,51-200 Employees (India)
Amalgam Steel,3.9,(64 Reviews),Jamshedpur + 2 more,201-500 Employees (India),,
AIMLAY,3.7,(64 Reviews),New Delhi + 2 more,51-200 Employees (India),,
Deduce Technolog...,3.8,(64 Reviews),201-500 Employees (India),,,
ICE Data Service...,3.4,(64 Reviews),"Atlanta,Georgia",201-500 Employees (India),,
Colgate Global B...,4.3,(64 Reviews),"Mumbai,Maharashtra + 1 more",201-500 Employees (India),,
Qcon-Qatar Engin...,4.1,(64 Reviews),Mumbai + 3 more,501-1k Employees (India),,
EXO Edge,3.8,(64 Reviews),"Mohali,Punjab + 1 more",6 years old,501-1k Employees (India),
SAT n paper,4.4,(64 Reviews),,,,
Arvind Smartspac...,3.2,(64 Reviews),Ahmedabad + 1 more,51-200 Employees (India),,
Realistic Realto...,3.7,(64 Reviews),Private,Gurgaon + 9 more,25 years old,201-500 Employees (India)
Agrim,3.4,(64 Reviews),"Gurgaon/Gurugram,Haryana + 6 more",3 years old,201-500 Employees (India),
Hogarth Worldwid...,3.9,(64 Reviews),Private,London,15 years old,1k-5k Employees (Global)
Amol Pharmaceuti...,4.3,(63 Reviews),Private,North Brunswick + 1 more,27 years old,51-200 Employees (India)
Macurex Sensors,3.4,(63 Reviews),Private,Bangalore + 1 more,501-1k Employees (India),
DuPont Pioneer,4.1,(63 Reviews),Private,Johnston + 16 more,97 years old,501-1k Employees (India)
PP Merchandising...,3.8,(63 Reviews),Private,Chennai + 17 more,24 years old,201-500 Employees (India)
Panzer Technolog...,4.8,(63 Reviews),Private,Hyderabad,17 years old,201-500 Employees (India)
Indeed,4.1,(63 Reviews),Private,"Austin,Texas + 12 more",19 years old,1k-5k Employees (India)
Groz - Beckert A...,3.7,(63 Reviews),Private,Albstadt + 6 more,171 years old,201-500 Employees (India)
Avasarala Techno...,3.8,(63 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 5 more",38 years old,201-500 Employees (India)
Sanjay Gandhi Po...,3.7,(63 Reviews),Lucknow + 6 more,40 years old,201-500 Employees (India),
Bharat Parentera...,3.1,(63 Reviews),Public,"Vadodara/Baroda,Gujrat + 3 more",31 years old,51-200 Employees (India)
Sharayu Toyota,3.8,(63 Reviews),Private,Aurangabad + 4 more,13 years old,5k-10k Employees (India)
Lansum Propertie...,4.4,(63 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 1 more",9 years old,11-50 Employees (India)
Verificient Tech...,3.6,(63 Reviews),New York,51-200 Employees (India),,
Axis Mutual Fund,4.1,(63 Reviews),Public,Mumbai + 21 more,14 years old,501-1k Employees (India)
Webguru Infosyst...,4.5,(63 Reviews),Private,"Kolkata,West Bengal",18 years old,201-500 Employees (India)
Isys Softech,3.8,(63 Reviews),Private,"Jaipur,Rajasthan",23 years old,201-500 Employees (India)
CapitalVia,2.9,(63 Reviews),Private,"Indore,madhya Pradesh + 3 more",18 years old,501-1k Employees (India)
Deutsche Telekom,4.1,(63 Reviews),Private,Bonn + 2 more,10 years old,10k-50k Employees (Global)
Concept Pharmace...,2.6,(63 Reviews),Mumbai + 10 more,39 years old,11-50 Employees (India),
MSR IT Solution,3.6,(63 Reviews),Private,Kolkata + 2 more,20 years old,51-200 Employees (India)
MicroGenesis Tec...,3.8,(63 Reviews),Private,"Bengaluru,Karnataka + 1 more",23 years old,51-200 Employees (India)
Pentair Water In...,3.8,(63 Reviews),Private,London + 5 more,57 years old,201-500 Employees (India)
Nikhil Adhesives,4.0,(63 Reviews),Public,Mumbai + 16 more,37 years old,51-200 Employees (India)
MES,4.1,(63 Reviews),Private,Rockville + 21 more,31 years old,
Shiv Enterprises,3.8,(63 Reviews),Proprietorship,"Chandigarh,Chandigarh + 27 more",8 years old,51-200 Employees (India)
Kosan Crisplant,4.2,(63 Reviews),Randers + 12 more,72 years old,11-50 Employees (India),
Saveetha Univers...,4.4,(63 Reviews),Private,Chennai + 11 more,35 years old,201-500 Employees (India)
IBIBO Group,4.3,(63 Reviews),Private,Gurgaon + 8 more,16 years old,1k-5k Employees (India)
Celkon Mobiles,4.1,(63 Reviews),Private,Hyderabad/Secunderabad + 11 more,14 years old,1-10 Employees (India)
