Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
3,5,2,6,4675,F,Ship,medium,M,1
3,3,4,10,1177,B,Flight,medium,M,1
4,4,3,1,5610,F,Ship,medium,F,1
4,1,6,1,1826,F,Ship,medium,M,0
4,4,6,8,1145,B,Ship,low,M,1
3,5,3,5,4861,F,Road,low,F,1
3,4,2,9,4278,C,Ship,high,M,0
3,1,2,2,4163,C,Ship,medium,M,0
4,3,3,9,5016,B,Ship,medium,M,0
6,2,4,38,3171,A,Ship,medium,M,1
4,2,3,60,1107,B,Ship,high,M,1
5,3,5,10,1699,F,Flight,low,M,1
4,5,3,2,4473,A,Road,medium,F,0
4,2,3,10,4126,D,Ship,low,M,0
3,1,2,10,5073,D,Flight,medium,F,0
4,1,3,45,3158,F,Ship,medium,M,1
3,1,3,9,4865,D,Flight,low,M,1
3,4,3,4,4796,A,Ship,low,F,0
4,1,4,6,4811,B,Flight,low,F,0
5,1,5,3,1194,F,Ship,medium,F,1
4,5,4,1,1593,F,Flight,medium,F,0
6,4,4,9,1511,A,Ship,low,F,0
4,2,3,21,3088,C,Ship,low,F,1
3,2,3,2,4718,D,Ship,medium,M,0
4,2,4,3,5566,D,Ship,low,M,0
6,3,4,9,5239,F,Road,low,M,1
5,5,5,1,1127,C,Ship,low,M,0
3,1,2,1,5190,D,Ship,medium,F,1
3,2,3,10,5851,F,Ship,medium,F,0
3,1,3,7,5324,C,Ship,medium,M,1
3,1,3,60,2596,C,Ship,high,F,1
4,1,6,6,5861,A,Ship,low,F,0
6,4,4,2,1516,B,Road,low,M,0
7,5,4,3,1656,B,Ship,low,M,1
4,4,2,3,1285,F,Ship,medium,M,1
4,2,3,65,3679,B,Road,low,F,1
6,1,4,3,1747,B,Road,low,F,1
4,3,5,2,1541,F,Ship,low,F,0
2,2,3,46,2484,C,Flight,medium,F,1
4,4,6,10,1355,C,Ship,low,M,1
4,4,4,3,5583,F,Ship,low,F,1
5,3,4,8,5868,F,Ship,medium,F,0
7,5,4,9,1660,C,Road,low,M,1
4,3,3,10,1711,A,Ship,medium,M,1
4,2,3,39,2459,D,Ship,high,F,1
3,3,2,16,2466,F,Ship,medium,F,1
5,4,5,9,1113,F,Ship,low,M,0
4,5,3,4,5863,F,Ship,high,M,0
3,2,3,9,1347,B,Ship,medium,F,1
3,5,3,3,5433,D,Road,medium,M,0
4,5,2,49,3045,C,Ship,high,M,1
5,4,4,7,5091,B,Ship,medium,M,1
5,1,5,5,4144,C,Ship,medium,F,0
4,4,4,1,4365,F,Road,medium,F,1
5,4,4,8,4190,D,Flight,low,M,1
3,1,3,49,2823,B,Ship,medium,F,1
4,2,2,10,4361,B,Ship,low,M,0
4,1,2,1,4198,D,Flight,medium,F,0
4,1,3,2,5851,D,Flight,medium,F,0
4,3,3,9,1548,A,Ship,medium,M,1
3,5,2,8,5476,A,Ship,low,M,1
3,4,8,2,3622,A,Ship,low,M,1
4,3,3,5,5331,F,Ship,medium,M,1
5,1,3,10,5308,C,Ship,low,M,0
4,3,3,10,4194,D,Ship,low,F,1
4,2,3,10,5487,C,Ship,medium,M,1
4,4,6,9,1974,F,Ship,medium,M,0
3,3,3,24,1920,F,Flight,low,F,1
3,3,2,48,2102,B,Road,medium,F,1
5,3,3,10,5610,F,Ship,low,M,1
3,5,3,52,3519,F,Flight,medium,M,1
2,1,3,51,1540,D,Flight,medium,F,1
6,3,3,10,1826,F,Ship,low,F,0
5,5,2,6,4934,A,Road,medium,M,0
2,3,2,3,4409,C,Flight,high,M,0
3,1,5,4,4034,A,Road,low,F,0
3,2,2,2,4239,A,Ship,medium,M,1
2,4,2,6,4758,F,Ship,medium,F,0
3,5,3,6,5566,B,Flight,low,M,0
4,2,3,5,5888,F,Ship,high,F,0
2,4,4,4,4787,D,Ship,medium,M,0
4,2,3,17,2777,F,Ship,high,M,1
4,2,3,3,4555,F,Road,low,F,0
3,5,3,44,3158,A,Flight,medium,F,1
3,3,2,5,1202,B,Ship,medium,M,1
7,1,4,7,1754,A,Road,medium,M,0
4,3,2,51,1491,D,Ship,low,M,1
3,2,3,6,3620,F,Ship,low,F,1
5,5,4,6,4946,B,Ship,low,M,1
5,4,2,5,5834,D,Flight,low,M,0
2,4,3,55,1498,C,Ship,low,M,1
2,5,3,40,1722,F,Ship,low,F,1
3,1,3,6,5113,C,Flight,medium,F,1
3,1,3,8,4763,A,Ship,high,F,1
4,3,2,7,4423,B,Ship,low,F,0
3,4,2,50,3881,A,Ship,low,M,1
4,1,3,57,1379,F,Road,low,M,1
5,1,5,8,4584,F,Flight,low,F,0
4,5,6,1,5284,C,Flight,medium,M,0
3,4,3,4,5501,F,Ship,medium,F,1
3,5,3,3,4652,F,Road,low,M,1
3,4,3,42,2992,F,Ship,low,M,1
2,1,3,10,3409,F,Ship,medium,M,1
4,2,3,10,4318,A,Ship,medium,F,0
4,5,3,27,3684,F,Ship,medium,M,1
3,3,3,4,5956,C,Road,low,M,0
5,1,5,10,1020,F,Ship,medium,M,0
4,1,3,5,4686,C,Ship,low,M,0
6,4,3,19,2944,F,Ship,high,F,1
5,4,3,2,5427,C,Ship,medium,M,1
5,4,5,5,1388,F,Ship,low,M,1
4,2,6,1,1154,B,Ship,medium,F,1
4,5,2,41,1367,B,Flight,medium,M,1
5,3,2,13,1056,F,Road,low,M,1
4,3,3,3,4176,C,Ship,low,F,0
4,5,10,7,5928,C,Flight,medium,F,1
5,3,4,60,2130,B,Road,low,F,1
4,5,3,5,4180,B,Flight,medium,M,0
2,4,5,10,5448,D,Flight,low,M,0
7,5,4,6,1135,B,Road,high,M,0
5,5,3,5,4702,A,Ship,low,F,0
7,4,4,5,1735,F,Flight,medium,F,0
5,3,3,7,4208,D,Ship,high,M,1
4,4,3,5,4024,D,Ship,medium,M,0
3,3,2,1,5646,C,Flight,high,M,0
3,3,2,37,3220,B,Ship,low,F,1
5,3,5,5,1365,D,Ship,medium,M,0
4,1,5,3,1328,C,Road,medium,F,0
5,3,5,10,1501,A,Road,low,M,1
3,2,2,26,1793,F,Road,low,M,1
4,2,3,44,1233,D,Flight,low,F,1
3,2,6,3,5780,D,Road,medium,M,1
3,3,3,3,5396,B,Ship,low,M,1
5,4,4,1,4255,D,Flight,medium,M,1
4,1,3,47,1250,F,Ship,medium,M,1
4,5,4,41,2782,F,Ship,medium,F,1
3,4,2,7,4596,B,Ship,low,M,0
3,1,2,2,5662,F,Ship,low,F,1
5,3,3,8,5983,F,Flight,medium,F,0
5,1,3,1,4112,B,Flight,low,F,0
5,3,3,9,5026,A,Flight,low,M,0
2,4,4,6,5421,B,Ship,medium,F,0
2,2,3,1,4697,A,Ship,low,M,1
4,4,3,5,5624,F,Road,medium,M,0
3,1,4,4,4416,A,Road,medium,F,0
3,4,3,11,1740,A,Flight,low,M,1
3,2,4,7,4750,F,Ship,high,M,1
4,3,3,2,5208,B,Ship,low,F,0
4,1,2,8,5488,C,Ship,low,M,0
4,3,3,1,5846,B,Ship,medium,F,1
4,1,4,3,4352,D,Ship,low,F,1
2,3,2,63,2896,F,Ship,low,F,1
3,4,4,6,4947,B,Road,medium,M,0
4,3,2,22,1248,F,Ship,low,F,1
4,3,3,7,4245,F,Road,high,M,0
4,5,5,1,4378,D,Ship,medium,F,0
3,5,3,9,4555,D,Ship,medium,M,0
5,3,2,27,2581,B,Ship,high,F,1
4,2,3,10,5698,C,Ship,medium,M,0
4,4,3,3,5031,D,Ship,low,M,0
2,1,5,64,2016,F,Ship,low,F,1
5,2,3,3,5182,C,Road,low,F,0
3,1,4,60,3755,D,Flight,medium,F,1
3,4,3,8,5215,F,Ship,low,F,0
3,1,3,10,4784,D,Ship,low,M,1
4,2,3,33,2741,D,Road,low,F,1
5,2,3,2,5734,F,Ship,high,M,1
5,3,2,61,2118,F,Ship,low,F,1
3,5,2,7,4958,F,Ship,medium,M,0
4,3,4,9,5699,B,Ship,low,M,1
3,2,4,10,4560,F,Ship,medium,F,1
6,1,2,7,5234,F,Ship,medium,F,1
5,5,5,1,4379,F,Ship,low,F,1
5,2,3,9,5978,B,Ship,low,M,1
4,2,3,9,5703,D,Flight,low,F,0
3,2,4,8,5545,F,Road,low,F,0
3,2,3,8,4471,B,Ship,medium,F,0
4,4,2,5,4553,D,Road,low,M,0
5,4,5,9,4729,A,Ship,low,F,1
4,4,5,6,1986,C,Ship,low,M,1
3,2,3,43,3439,F,Ship,medium,F,1
5,5,3,7,4742,B,Ship,medium,M,0
4,3,3,1,4653,D,Ship,high,F,0
4,5,7,9,4224,F,Flight,low,M,0
4,5,4,20,2217,F,Flight,low,F,1
6,5,4,9,1319,A,Flight,low,M,0
4,3,3,23,2376,A,Flight,medium,M,1
2,4,3,1,4509,D,Ship,low,M,0
3,2,5,6,5692,A,Ship,medium,F,0
5,2,3,52,2028,A,Ship,high,F,1
5,1,5,51,2063,D,Flight,low,M,1
4,5,3,41,3873,C,Ship,medium,F,1
2,2,2,9,4917,C,Ship,medium,F,1
4,5,3,7,5022,F,Ship,low,M,1
5,3,3,5,5687,C,Ship,low,F,1
4,4,3,60,2777,A,Ship,medium,F,1
4,5,4,8,5244,F,Ship,low,F,1
3,3,2,9,4185,F,Flight,medium,F,0
5,5,2,5,4709,F,Ship,medium,F,0
5,2,6,7,1752,F,Ship,medium,M,0
2,2,3,5,5887,A,Road,low,M,0
3,2,2,4,5738,D,Flight,medium,M,0
3,4,3,4,5623,F,Ship,medium,M,0
5,2,3,1,4019,B,Ship,low,M,0
3,4,3,7,5299,D,Ship,medium,M,0
4,5,2,3,5505,B,Ship,medium,F,0
4,1,3,15,1956,B,Road,low,F,1
6,4,4,1,1726,F,Ship,medium,M,0
3,3,3,8,5170,C,Ship,high,M,0
5,4,4,8,4540,F,Flight,low,F,0
5,4,2,52,1122,C,Flight,low,M,1
4,1,3,2,3366,B,Road,medium,M,1
4,5,3,1,5310,D,Road,medium,M,0
3,5,3,10,4224,F,Flight,low,F,1
5,2,10,9,4784,C,Ship,high,M,1
5,5,3,6,4096,B,Road,low,M,0
5,1,5,5,1869,F,Ship,low,F,1
5,2,3,32,3785,F,Flight,medium,M,1
5,4,5,4,1537,A,Ship,low,F,1
3,3,2,6,5667,D,Ship,high,M,0
6,5,4,2,1324,F,Flight,low,F,0
3,2,2,8,4365,F,Ship,medium,M,0
3,5,3,60,3885,B,Ship,low,M,1
3,2,4,21,1636,D,Ship,medium,F,1
4,3,3,1,1448,A,Ship,medium,F,1
6,1,3,8,5976,D,Road,low,F,1
4,3,2,22,2912,F,Road,medium,M,1
4,2,5,10,1429,C,Flight,low,F,0
4,5,10,7,5524,F,Ship,high,M,1
5,3,5,1,1835,B,Flight,low,F,1
3,5,3,6,5618,B,Ship,medium,F,0
3,5,6,65,1308,D,Flight,low,M,1
4,1,2,46,3371,A,Ship,low,F,1
4,2,4,1,4316,F,Ship,high,F,0
4,1,3,8,4107,F,Road,low,M,1
5,1,5,8,1419,C,Ship,low,M,1
5,2,4,58,1175,B,Ship,high,M,1
5,4,2,10,4734,B,Ship,medium,M,0
3,5,3,4,4156,A,Flight,high,F,1
3,1,10,1,4459,C,Ship,high,F,0
5,5,5,35,1725,B,Ship,medium,M,1
4,1,2,3,1966,F,Ship,medium,M,0
5,1,3,1,5194,A,Ship,medium,F,0
4,4,3,7,5637,A,Ship,low,M,0
4,4,3,10,4958,A,Ship,high,M,1
5,3,3,3,4131,C,Ship,low,F,0
5,4,6,1,4343,A,Ship,low,F,0
5,1,4,9,4946,B,Ship,high,F,1
4,4,3,1,5444,B,Road,medium,M,0
2,4,6,1,5514,F,Ship,medium,F,0
3,5,3,2,4190,F,Flight,medium,F,1
6,3,4,10,5865,D,Ship,high,F,0
5,2,3,3,4749,F,Flight,low,M,1
6,1,4,23,1442,C,Ship,medium,F,1
6,4,4,9,1036,C,Flight,medium,M,1
3,1,6,4,4910,B,Flight,medium,F,1
3,3,3,8,5486,F,Ship,medium,F,1
4,3,4,3,4797,C,Road,medium,F,0
3,4,4,7,5963,F,Road,medium,F,1
4,4,3,27,1613,A,Road,low,F,1
4,5,2,4,4092,F,Ship,medium,F,1
2,3,2,5,5050,D,Ship,low,F,0
4,4,5,2,1175,F,Ship,medium,F,1
4,1,5,6,1247,B,Ship,medium,F,0
4,5,6,9,5498,C,Ship,medium,F,1
3,1,4,9,5721,A,Road,medium,F,1
3,2,2,5,5161,C,Flight,medium,M,0
4,2,3,8,5672,C,Ship,low,M,1
6,4,4,10,1927,F,Ship,medium,F,0
6,5,5,8,4777,B,Ship,low,F,0
4,4,3,7,4609,D,Flight,medium,M,0
2,5,3,9,4185,A,Ship,low,M,0
4,2,3,4,4935,F,Ship,medium,M,1
4,5,3,3,5168,C,Ship,medium,M,1
4,4,2,64,3787,B,Flight,medium,M,1
3,1,5,15,1242,A,Ship,low,F,1
3,5,2,29,2217,C,Ship,low,M,1
4,3,3,10,5560,A,Ship,low,F,1
4,3,3,8,4861,F,Ship,low,F,0
6,5,6,48,3341,F,Ship,medium,M,1
4,5,6,1,1400,C,Ship,low,M,1
5,1,4,33,2605,F,Ship,low,M,1
5,2,4,9,5159,C,Ship,medium,F,0
4,1,7,5,4104,B,Flight,low,M,1
3,3,4,9,4917,D,Ship,low,F,0
3,5,5,1,5263,F,Ship,high,M,1
4,5,3,8,4040,F,Flight,medium,F,1
4,4,5,2,1995,F,Ship,medium,M,1
3,1,4,8,4028,F,Ship,low,F,1
3,2,2,7,5725,F,Road,low,F,1
3,4,3,10,4998,D,Flight,low,F,1
4,4,2,1,4429,C,Ship,low,M,0
5,2,5,4,1962,A,Ship,low,F,0
7,1,4,10,1230,B,Road,low,F,1
4,5,5,7,1243,A,Ship,low,M,1
4,5,6,64,2271,F,Ship,low,M,1
6,2,4,9,1418,C,Ship,low,M,0
3,3,3,3,5230,A,Ship,low,M,1
5,2,8,28,1921,B,Ship,low,M,1
4,3,3,8,4025,B,Ship,medium,F,1
4,4,3,62,3478,B,Ship,low,F,1
5,2,2,61,3451,B,Ship,low,F,1
3,4,3,50,3074,C,Ship,low,F,1
4,5,3,1,5402,C,Ship,low,F,0
4,4,2,11,2282,C,Ship,low,M,1
5,2,3,49,1202,A,Ship,low,M,1
4,1,2,5,5059,B,Ship,low,F,0
3,3,3,63,1196,C,Road,low,F,1
4,3,3,8,5541,A,Ship,medium,F,0
4,2,2,24,2405,F,Flight,medium,M,1
4,3,2,10,5211,D,Ship,medium,M,0
4,1,2,23,1193,C,Flight,low,M,1
4,1,2,4,5066,B,Ship,medium,M,1
5,4,2,54,1635,F,Ship,low,F,1
5,2,3,20,1395,F,Flight,medium,M,1
4,1,3,6,4942,D,Flight,low,M,1
3,3,2,1,4768,A,Ship,medium,M,0
3,1,3,7,4318,D,Road,low,M,1
6,2,4,8,1019,D,Flight,low,M,0
4,1,3,5,4523,D,Ship,low,F,0
4,2,4,9,5194,A,Ship,medium,M,0
3,4,2,1,4991,C,Ship,medium,F,1
4,2,3,7,5813,A,Ship,medium,F,1
5,3,2,2,5420,B,Ship,low,M,0
4,4,2,4,4304,C,Flight,medium,M,1
5,2,3,6,4700,F,Ship,medium,M,1
2,1,3,6,1184,F,Road,low,M,1
5,1,5,5,1996,B,Ship,low,F,1
4,4,3,4,1467,C,Flight,medium,F,1
4,2,6,2,1069,D,Ship,medium,F,0
3,3,3,63,2481,A,Ship,low,F,1
4,3,5,9,1080,C,Ship,medium,F,0
4,3,2,4,5280,B,Ship,low,F,1
4,5,4,6,5027,F,Ship,medium,F,0
5,5,5,5,1787,C,Road,low,M,0
5,4,3,5,4711,F,Ship,low,M,1
3,4,3,10,5688,B,Ship,low,M,0
3,3,3,4,5322,D,Flight,low,M,0
4,5,2,36,3548,F,Ship,low,M,1
3,5,3,12,3049,F,Ship,medium,F,1
4,3,2,8,4965,D,Ship,high,F,1
6,2,4,8,1553,A,Ship,medium,M,0
4,4,2,20,2759,B,Road,high,F,1
5,3,5,7,4869,F,Ship,low,M,0
7,3,4,4,1739,F,Flight,medium,M,1
2,1,4,6,5124,B,Ship,low,M,0
3,3,2,2,2910,A,Flight,medium,F,1
2,1,5,8,1886,A,Flight,low,F,0
3,1,3,47,3033,C,Ship,low,M,1
4,4,5,2,5865,A,Ship,medium,M,1
7,2,4,8,1816,F,Flight,medium,F,0
3,1,3,10,5121,D,Ship,low,M,1
3,1,4,42,3621,C,Ship,medium,M,1
5,1,5,6,5398,A,Flight,high,F,0
3,4,2,17,1242,D,Ship,low,M,1
5,2,3,44,2085,A,Road,medium,M,1
3,4,2,65,3943,F,Ship,medium,M,1
5,1,5,3,1409,F,Ship,medium,M,0
6,3,6,15,1278,F,Ship,low,F,1
5,1,2,17,3513,C,Ship,low,F,1
5,5,2,36,3381,C,Road,medium,F,1
5,4,4,5,5444,F,Ship,high,F,1
3,3,5,3,1578,A,Ship,low,F,1
6,4,4,9,1575,B,Ship,medium,F,0
5,1,2,4,1092,A,Ship,medium,F,1
3,3,5,10,5840,A,Ship,medium,F,0
4,3,5,2,1079,D,Flight,low,M,0
6,3,4,6,1623,F,Ship,medium,M,1
5,3,2,48,2481,F,Ship,low,F,1
4,5,4,5,4622,D,Road,medium,M,0
6,4,4,1,1494,D,Ship,medium,M,1
3,5,3,1,5810,B,Road,medium,M,1
4,1,5,8,5711,F,Flight,medium,M,0
3,5,2,10,5187,F,Ship,medium,M,0
5,5,3,32,3249,A,Flight,low,F,1
3,4,2,6,1194,C,Flight,medium,F,1
6,2,4,4,1392,C,Ship,low,M,0
2,4,3,15,1886,C,Flight,low,F,1
3,3,3,55,1229,A,Ship,high,F,1
4,4,4,1,5702,F,Road,high,M,1
4,3,10,10,2093,D,Ship,medium,M,1
5,5,2,44,2548,C,Ship,medium,M,1
5,3,4,9,5851,B,Ship,low,M,0
5,3,2,6,4840,B,Ship,low,M,0
5,3,5,2,1312,D,Ship,low,M,1
3,1,2,56,1184,F,Ship,medium,F,1
5,3,3,6,5231,C,Ship,low,F,1
3,2,4,3,5374,A,Flight,medium,M,0
4,4,4,46,1442,A,Ship,medium,F,1
3,3,3,5,4578,C,Ship,medium,M,1
5,4,5,8,1592,F,Flight,medium,M,1
3,5,5,3,5489,D,Ship,low,F,0
4,5,2,1,5671,F,Flight,low,M,0
4,3,6,22,1745,B,Ship,low,F,1
4,5,3,6,5895,C,Flight,low,F,0
6,4,4,8,1131,B,Ship,low,F,0
4,4,5,12,2708,B,Ship,medium,F,1
5,1,2,20,1082,F,Ship,low,F,1
4,5,3,2,4887,A,Road,medium,F,0
5,3,5,7,1451,A,Road,low,F,1
4,2,4,3,4190,F,Ship,low,F,0
4,3,3,8,4276,F,Ship,medium,F,0
3,2,2,4,5864,C,Ship,medium,M,0
4,3,3,11,1322,A,Ship,medium,F,1
3,1,3,4,2087,A,Road,low,M,1
3,3,3,2,5791,F,Road,medium,M,1
3,1,2,2,4129,F,Ship,medium,M,0
4,3,5,9,1538,C,Flight,medium,F,0
5,5,4,42,1642,D,Flight,high,F,1
3,1,6,10,5077,F,Road,medium,M,1
5,1,3,7,5134,A,Ship,low,F,1
3,3,2,8,4620,B,Ship,low,M,1
4,4,2,4,4684,F,Ship,low,M,0
4,3,5,10,1464,B,Ship,low,F,0
3,2,4,7,1596,A,Ship,medium,F,1
6,3,4,4,1358,C,Road,low,M,0
3,1,3,35,2965,B,Ship,medium,F,1
3,3,2,18,1661,F,Ship,medium,M,1
3,2,2,39,3189,F,Road,medium,M,1
4,1,2,5,5691,D,Ship,low,M,0
3,3,3,3,5620,B,Ship,medium,F,1
3,3,4,57,2489,A,Flight,medium,F,1
6,2,4,8,1891,C,Ship,medium,M,0
6,2,5,6,1178,C,Ship,medium,M,1
4,4,3,51,2892,A,Road,low,M,1
4,3,5,8,4195,C,Ship,low,M,0
4,5,4,6,1495,F,Ship,low,F,0
5,2,2,24,2174,C,Flight,medium,M,1
3,4,2,54,3290,F,Ship,medium,M,1
3,5,2,9,5750,F,Road,medium,F,0
5,5,4,3,5274,F,Flight,high,F,1
3,2,3,9,4591,F,Ship,low,M,1
5,5,3,6,4209,C,Flight,medium,F,1
3,1,3,10,4546,F,Ship,low,M,0
5,4,3,4,5522,F,Flight,low,F,0
3,1,4,6,5365,D,Road,medium,F,1
3,2,3,12,2154,D,Ship,low,F,1
3,3,3,8,5622,D,Ship,low,F,0
3,3,2,6,5269,C,Flight,medium,F,0
4,4,5,2,1651,B,Flight,medium,M,0
7,2,4,8,1275,D,Ship,low,F,0
3,3,3,57,3761,D,Ship,medium,M,1
4,4,4,16,2060,A,Road,medium,M,1
4,3,3,65,3578,D,Ship,low,F,1
3,4,8,15,1429,F,Ship,low,F,1
4,3,8,6,5739,A,Ship,medium,F,0
4,2,8,5,4120,F,Ship,medium,M,1
7,3,4,1,1589,F,Ship,low,F,1
4,4,3,10,4741,F,Ship,low,M,0
3,4,3,1,4228,D,Ship,medium,F,1
2,5,2,9,5363,A,Flight,low,F,1
3,5,4,10,5897,D,Ship,low,F,0
2,3,4,52,2073,F,Flight,medium,F,1
4,4,3,4,5857,C,Road,medium,M,0
4,2,3,4,4197,B,Flight,medium,M,1
4,5,5,3,1530,D,Ship,medium,M,1
5,4,2,4,3108,F,Road,low,M,1
3,3,2,58,1730,F,Road,low,F,1
3,1,2,18,1428,A,Flight,high,M,1
3,2,2,7,4185,A,Ship,low,F,1
7,1,4,8,1817,F,Ship,low,M,1
5,5,4,62,2201,F,Road,medium,M,1
4,2,3,4,4309,A,Flight,low,M,1
5,2,3,3,4903,D,Ship,medium,F,1
4,1,3,54,3972,D,Ship,low,M,1
3,1,4,4,5683,C,Road,medium,F,0
5,1,3,8,4786,C,Flight,low,M,1
5,1,3,37,3690,C,Ship,low,M,1
2,2,4,9,4066,B,Ship,medium,M,0
3,5,2,28,1948,D,Flight,low,M,1
4,3,2,60,2086,F,Flight,low,M,1
5,5,4,9,1215,A,Ship,medium,M,1
5,5,3,49,3893,A,Flight,low,M,1
5,2,2,59,2897,F,Ship,medium,F,1
6,4,3,10,5414,F,Ship,low,F,1
3,4,4,9,5465,D,Ship,low,F,0
3,1,8,6,4575,D,Ship,medium,M,0
5,1,3,1,5953,F,Ship,medium,F,1
5,1,3,8,3580,A,Ship,low,M,1
4,5,3,1,4861,D,Ship,medium,M,0
5,1,3,8,5940,D,Ship,low,F,0
3,3,4,3,4732,A,Road,medium,M,0
3,5,2,1,4783,F,Ship,medium,M,1
6,4,3,7,1455,C,Road,medium,M,0
4,1,3,8,4021,D,Ship,low,F,1
5,3,3,61,3067,F,Ship,high,F,1
5,2,3,4,4475,D,Flight,medium,F,1
6,4,4,9,1845,F,Ship,low,F,1
4,2,6,10,1531,F,Ship,low,F,1
5,1,7,8,4770,F,Ship,medium,M,0
3,2,3,5,2040,F,Ship,medium,M,1
5,1,3,14,3318,D,Flight,medium,F,1
5,4,5,6,1551,F,Ship,low,M,0
3,1,2,4,5559,F,Ship,low,M,0
3,1,2,29,1328,A,Ship,low,M,1
3,3,3,2,5065,F,Flight,low,F,1
3,2,3,4,1546,A,Ship,high,F,1
4,5,6,27,1840,F,Ship,medium,F,1
5,2,5,9,5168,B,Flight,low,F,1
5,1,2,2,3490,C,Road,low,M,1
4,2,4,26,3818,C,Ship,medium,F,1
4,4,4,10,4871,B,Ship,low,F,1
4,1,3,25,2582,F,Ship,medium,M,1
5,4,2,20,1908,F,Ship,medium,F,1
6,1,5,8,5982,F,Ship,medium,M,0
3,4,2,9,5643,C,Ship,medium,M,1
6,5,4,3,1406,F,Ship,high,M,0
3,3,4,2,4541,F,Flight,low,F,1
5,2,3,7,5695,B,Ship,high,F,1
4,5,3,6,5445,F,Flight,medium,F,0
4,3,6,10,1176,A,Road,low,F,0
3,3,3,2,5205,D,Road,low,F,1
4,2,4,4,5469,B,Ship,medium,M,0
3,2,3,5,4167,C,Flight,high,M,1
4,1,4,3,5324,A,Ship,medium,F,0
4,2,6,3,1732,A,Ship,medium,F,1
5,2,7,4,4525,A,Ship,medium,F,1
4,4,2,38,1001,F,Ship,low,F,1
4,1,4,10,4245,F,Ship,low,F,0
4,2,5,6,1718,D,Ship,low,M,0
3,1,4,44,2848,A,Ship,medium,F,1
4,5,2,40,2710,D,Ship,medium,F,1
5,3,5,3,1276,D,Road,low,M,1
3,5,2,59,1051,A,Ship,low,M,1
4,3,5,15,1601,A,Ship,low,F,1
5,4,5,1,1571,F,Ship,low,M,1
3,4,2,62,2935,A,Ship,low,M,1
6,2,4,2,1893,F,Flight,low,F,1
5,4,5,5,1181,F,Ship,low,M,0
4,1,3,9,4678,A,Road,low,F,0
5,1,4,4,5505,D,Ship,medium,F,0
4,3,3,4,4811,C,Ship,low,M,0
4,5,5,3,5767,A,Ship,low,F,0
3,3,3,45,3945,B,Ship,medium,F,1
3,2,3,8,5194,C,Ship,medium,M,0
4,4,3,26,2875,C,Ship,high,F,1
5,2,5,9,1373,C,Ship,low,M,0
3,2,2,6,4853,D,Ship,low,M,0
5,5,5,3,1145,F,Ship,low,F,0
4,5,8,44,1756,A,Ship,low,M,1
4,1,4,10,4072,F,Road,low,M,1
4,5,2,47,1536,B,Ship,low,M,1
3,1,6,6,5457,F,Ship,low,F,1
4,5,3,2,1114,F,Ship,medium,F,1
4,5,3,63,3109,B,Ship,medium,F,1
6,5,4,6,1312,C,Ship,medium,F,1
5,4,5,5,1293,B,Flight,low,F,1
3,1,3,2,4972,F,Flight,medium,F,0
4,2,4,9,4588,A,Ship,high,F,1
5,4,3,10,5527,D,Ship,high,M,0
3,1,3,7,5588,A,Ship,medium,M,0
4,1,4,57,3880,F,Ship,medium,F,1
4,4,5,21,1727,F,Ship,low,M,1
4,5,3,19,2392,A,Road,low,F,1
6,2,5,10,1607,B,Ship,medium,F,1
6,3,4,5,1708,A,Ship,high,F,0
5,1,5,10,1373,F,Ship,low,M,1
5,3,4,5,5915,B,Ship,low,M,1
3,2,10,1,4303,A,Ship,low,M,0
5,4,2,4,4380,C,Flight,medium,M,1
4,5,2,2,4686,A,Ship,low,F,1
3,2,8,50,3562,B,Ship,low,F,1
4,3,3,7,5718,C,Road,low,M,0
5,2,5,2,1022,D,Ship,low,F,0
6,2,5,3,1586,F,Ship,medium,F,0
4,1,5,5,5253,F,Flight,medium,M,0
4,5,3,1,5043,A,Ship,low,F,1
4,2,6,9,4879,D,Ship,medium,F,0
5,5,6,10,1711,F,Road,medium,F,0
5,3,3,37,2294,D,Road,low,M,1
4,2,3,10,4721,A,Ship,medium,M,0
3,2,3,56,1136,F,Ship,low,F,1
3,4,3,41,2042,C,Ship,low,F,1
4,1,3,7,4933,C,Ship,medium,M,1
4,1,3,4,4745,F,Road,low,F,0
4,2,2,3,4299,F,Ship,low,M,0
5,1,8,7,5437,D,Ship,medium,M,0
5,1,2,3,5682,A,Ship,low,F,1
5,1,5,4,1308,D,Ship,low,M,0
4,3,5,10,1067,F,Ship,low,F,1
5,5,2,10,4255,A,Ship,medium,M,1
4,2,3,30,1076,F,Ship,high,F,1
3,3,3,8,4199,F,Road,low,F,0
2,2,2,34,1575,C,Ship,medium,M,1
4,3,6,8,1123,F,Road,medium,M,1
3,1,3,10,4341,B,Ship,medium,M,1
3,5,3,43,1282,D,Ship,low,M,1
5,5,5,54,1511,B,Road,high,F,1
5,1,3,7,4466,C,Ship,medium,M,1
4,3,3,7,2538,C,Ship,low,F,1
4,3,3,39,2213,B,Ship,low,F,1
2,5,3,27,1233,A,Ship,low,F,1
4,2,2,9,4937,A,Flight,medium,F,0
2,5,2,5,5164,C,Flight,low,F,1
5,2,3,5,4725,A,Ship,low,F,0
4,4,4,5,5038,D,Ship,low,M,0
4,2,3,10,5632,A,Road,low,M,0
4,4,3,8,4066,F,Flight,medium,F,1
